Board,postsPerDay_mean,dailyPeakPostsPerMinute_mean,OPLength_mean,repliesWithImages_ratio,repliesWithText_ratio,repliesPerThread_mean,repliesPerThread_standardDeviation,repliesPerThread_coefficientOfVariation,repliesPerMinutePerThread_mean,repliesPerMinutePerThread_standardDeviation,repliesPerMinutePerThread_coefficientOfVariation,postLengthByPost_mean,postLengthByPost_standardDeviation,postLengthByPost_coefficientOfVariation,postLengthByThread_mean,postLengthByThread_standardDeviation,postLengthByThread_coefficientOfVariation,postersPerThread_mean,postersPerThread_standardDeviation,postersPerThread_coefficientOfVariation,postsByPoster_mean,postsByPoster_standardDeviation,postsByPoster_coefficientOfVariation,threadAgeHours_mean,threadAgeHours_standardDeviation,threadAgeHours_coefficientOfVariation,created
int,41969.149765786846,41.76331300783804,145.1012278861817,0.24785114749717982,0.9527262534661066,51.2546763637385,80.8028356023844,1.5813210352262461,0.2997275899639129,0.5493553843727272,1.7571874432686274,83.73738827138392,144.62992536723445,1.72734938564064,86.7257286756212,87.94278310536875,0.9933424919505348,16.98063127770615,18.442062368213847,1.087885787093257,2.150094082109281,1.7547548721716897,0.8115322366708951,3.3031255299331685,4.387428346999403,1.3461814947176058,1531431297421
jp,6911.378196642728,6.665144377828063,208.98417360760857,0.3434123135164358,0.8909182955864124,122.52079472699246,153.02057079143097,1.247648672961122,0.03882022651043828,0.12983941852279504,3.346849359074394,75.76493977195506,169.27349640138848,2.233959317596914,74.2833732086026,62.90715841289485,0.8467012383165664,43.77384378758924,34.76909032293104,0.7943522660211669,2.4020539730732087,1.5726127290056207,0.6545970600607173,366.6291512084172,572.655120359368,1.5620420593688333,1531431347579
k,10505.2631751211,10.59916354705589,210.85745943647075,0.2540490977001301,0.9517734860735377,67.34280862506112,80.35089081466927,1.1931978017714293,0.08398176007625187,0.11444017747095415,1.3329832277342442,141.48996383833554,215.50223922492486,1.5233201233147602,143.6086166211075,97.86315007182458,0.6767945420391723,34.265178074526176,34.736967845181134,1.013701866610592,1.780334197753637,0.8214438666307483,0.46133819717588204,19.263475107823083,27.51336208516679,1.433226556022188,1531431448313
lgbt,5897.4219307496505,5.841366897157158,411.7523579053346,0.15573584825216757,0.9826483849662204,56.35985094716733,98.12025346363059,1.7438740891305384,0.06315106959531301,0.21837405504512716,3.3654945334183175,161.86338806208278,244.57652413311158,1.5109229879582562,159.40885603294836,100.39079268356824,0.6292429330518992,21.25287766395792,18.98263000218524,0.8952544958615158,1.9997583736909172,1.4866261393008953,0.7427811193537224,34.98565536811499,51.30789059784189,1.4752694940343785,1531431493332
lit,4580.857236015873,4.3719139061805645,236.5872234323963,0.15727040241775933,0.9636045251160836,28.893710455348934,48.481298994887304,1.682249836981568,0.0386914663780742,0.060750096803499076,1.546398514826091,184.83122128358764,351.05394439546154,1.8998370328857803,173.1189873054426,192.80419168271916,1.103420934423847,17.464736161032523,25.089967134700903,1.441274619258511,1.4424636850643333,0.5221896983717188,0.36205207572159454,15.779134519281625,23.702260535500276,1.524603420652751,1531431564402
m,3074.62612418013,3.1293680990081665,192.09590053859642,0.29818194592355785,0.9222307030941291,85.3327097279318,112.62318076540264,1.3168890948273653,0.031938006990357926,0.09189457532162609,2.830938304145075,122.57113413196707,187.91443976596483,1.5330628159821151,119.13125191381577,72.32634077951333,0.607105728676906,35.6778342877954,30.898411211671363,0.8660611995592956,1.9965357482337278,1.0870613955544872,0.5444192113986808,111.7780598406613,188.4700641064219,1.6863613271774007,1531431602452
mlp,4530.486081671103,4.758598078538059,499.7864541410133,0.32757095794265834,0.8902557809501556,137.67978161111003,146.47673011069836,1.0641554340797026,0.034105026429514664,0.06387531715551543,1.84592850852816,207.26061211540886,415.99983611514966,2.0072717220373457,160.4933188309928,144.65064651019486,0.9011359541279357,37.1126961873615,33.2289972842234,0.8955782375723986,3.472300194818694,3.086987058776213,0.888320584793384,170.9556807422717,316.48229114770237,1.851596334547061,1531431690133
mu,22949.14272861993,21.428216118398883,159.02245387109178,0.25679390407416874,0.9425682186605785,31.424827872685196,57.40495111483386,1.8265051935969827,0.15364859125240557,0.3398536557405161,2.196551134462263,98.30382848845242,170.95035452916775,1.739752894045937,93.73134817701191,91.00652650350794,0.9523435216249921,17.462377096990743,25.474964214632646,1.4570197033851056,1.483557658444661,0.6919084431160248,0.4652981540899257,4.438896797785033,6.990429354953565,1.5997459828334641,1531431841021
n,405.87563739335224,0.45227495989035327,230.10176631865713,0.26652410166535184,0.9532510269478945,64.00236360779321,80.79756971917539,1.2624853582716689,0.004532602333540755,0.007677026716960112,1.63371035636499,188.3157887887389,267.2311382506831,1.4190657224019263,185.82186099320234,119.69189962616296,0.6436739961379174,31.480471139043207,31.942373241425514,1.0147398087100803,1.7451723580274408,0.6778264916098213,0.38840645723718686,693.0095300939946,2296.338308263556,3.313655550642597,1531431855024
news,324.55666265953766,0.4718682880814049,1017.580980207602,0,0.9996776180553811,41.389393898349084,53.221477233249004,1.2859326076975082,0.004167943473890532,0.007767691798706461,1.8035654962450811,256.2326826701327,351.9618172383907,1.3735990016743482,266.10178540283187,170.1550513588021,0.6390981424074244,23.65098852093846,24.963306586084638,1.055539111958877,1.5771734557985377,0.6194800519934774,0.39273042957604215,266.87182736963643,233.2270031250661,0.8740458984347445,1531431867037
